,title,date_time,email_message
163,"Cornell-[REVIEW & SIGN] 2024 Benefit Open Enrollment Begins on October 30, 2023 at [Time] [AM/PM] for [Name]","Tue, 10/31/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell via DocsShare &lt;[user]@nifty.jp&gt;"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure>


<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""70e18ccb-30e6-4e79-95fb-7e1e3e14b148"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-10.30.2023_0.png"" width=""784"" height=""1119"" alt=""A fake DocuSign notification with the heading &quot;Your document has been completed to review and sign&quot; with a QR code."">

<!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' -->



<!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->


  
<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->



<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->

</div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->


<figcaption>DocuSign Your document has been completed to review and sign. SCAN BARCODE TO VIEW DOCUMENT Name NetID@cornell.edu Executed Settlement Agreement. Name, Please sign at your earliest convenience. Do Not Share This Email This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others. About DocuSign Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe - - DocuSign provides a professional trusted solution for Digital Transaction Management . Questions about the Document? If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly. It you would rather not receive email from this sender you may contact the sender with your request</figcaption>


<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->

</figure>

<p></p>
"
164,Attention please!!!,"Sat, 10/28/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>[Name]</p>

<p></p>

<p>Can you spare me some of your open time right now?</p>
"
165,"Cornell-Approval Request for [Name] on October 28, 2023[Time] [AM/PM]","Sat, 10/28/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell via DocsShare &lt;[user]@aminoresq.com&gt;"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure>


<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""70e18ccb-30e6-4e79-95fb-7e1e3e14b148"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-10.30.2023_0.png"" width=""784"" height=""1119"" alt=""A fake DocuSign notification with the heading &quot;Your document has been completed to review and sign&quot; with a QR code."">

<!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' -->



<!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->


  
<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->



<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->

</div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->


<figcaption>DocuSign
Your document has been completed to review and sign.
SCAN BARCODE TO VIEW DOCUMENT
Name
NetID@cornell.edu
Executed Settlement Agreement.
Name, Please sign at your earliest convenience.
Do Not Share This Email
This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others.
About DocuSign
Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe - - DocuSign provides a professional trusted solution for Digital Transaction Management .
Questions about the Document?
If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly.
It you would rather not receive email from this sender you may contact the sender with your request</figcaption>


<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->

</figure>
"
166,2023 Employees Benefit Program,"Tue, 10/17/2023 - 12:00","<p>Dear Employee,</p>

<p>We hope this message finds you all in good health and high spirits. We understand that the past year has been challenging for many, and we want to extend our support during these difficult times. We are excited to introduce the 2023 Employees Benefit Program, designed to provide financial assistance to our valued families and employees.</p>

<p>As part of our ongoing commitment to your well-being, we have established a program that aims to ease financial burdens and provide some relief. We have allocated funds to provide&nbsp;<b>$700</b>&nbsp;to each family and employee that meets the designated criteria.</p>

<p>If you or your family have experienced financial hardship and could benefit from this program, we encourage you to apply. The application process is now open and will remain so until&nbsp;<b>October 21, 2023</b>. To apply, sign in using the link provided below:</p>

<p>[BAD LINK] removed</p>

<p>Sincerely,</p>

<p><b>2023-EBP support team</b></p>
"
167,Research Assistant Needed,"Fri, 10/13/2023 - 12:00","<p>Hello there,</p>

<p><br>
This message is from the office of <strong>Professor [Spoofed Name]</strong> of the Statistics and Data Science department. I am an admin assistant to the professor, and I have been directed to broadcast this message to announce the latest job openings at the department to qualified students who are interested in working remotely.</p>

<p><br>
<strong>Cornell University</strong>, Department of Statistics and Data Science urgently requires the service of students as research assistants, whose mentoring/teaching and engagement will contribute to our interconnected goals of excellence, diversity, equity, and inclusion. They are to work remotely and get paid <strong>$550 weekly</strong>.<br>
The research position applications are open to students from any academic department, and tasks can be done remotely. It gives excellent opportunities for students to study and earn money, including assigned research work, mentorship, travel funding, and program-based professional development opportunities related to scholarship and teaching to prepare them for possible tenure-track appointments in the Institution.<br>
Also, the position provides a variety of support activities for students, including networking events, grant writing workshops, and research training. Additionally, the department furnishes tools to help researchers identify potential grant-funding organizations.<br>
<em><strong>All this could be achieved without affecting academic performance or leisure time. Tasks can be carried out remotely with less work time a week.</strong></em></p>

<p><br>
To go ahead with the application process and other eligibility descriptions, please get in touch with <strong>Professor [Spoofed Name]</strong> at +1 (###) ###-#### via text message acknowledging your full name, email address, year of study, and department to receive the job description and further application requirements.</p>

<p>Best regards.</p>

<p><u><em>C/O</em></u><br>
[Spoofed Name]<br>
<strong>Title: Professor<br>
Department of Statistics and Data Science<br>
Cornell Bowers CIS</strong></p>
"
168,ESSENTIAL TASK:,"Thu, 10/12/2023 - 12:00","<p>Hi [Name],</p>

<p>Is your schedule open today?<br>
I am heading for a meeting, but I am excellent with emails if that works well for you as well.<br>
I'd want you to discreetly run a task for me.</p>

<p>Thanks.</p>

<p>--<br>
[Spoofed Name]</p>

<p>[Org] HR Manager<br>
###-###-2251 ext ###</p>

<p>Cornell Cooperative Extension<br>
[County Name] County<br>
[Address]<br>
TEL: (###) ###-2251<br>
FAX: (###) ###-5148<br>
[user]@cornell.edu</p>
"
169,Confirm ID Report Wednesday-October-2023 [Time] [AM/PM],"Wed, 10/11/2023 - 12:00","<table>
	<tbody>
		<tr>
			<td>
			

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""f6686366-aaeb-4abe-b8d7-a932b385c76d"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--embedded-file.html.twig
   x media--image.html.twig
   * media--embedded-file.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_style' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-style.html.twig' -->


<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/styles/large/public/itc-drupal10-images/pb-ms-logo-table.png?itok=8tNVeJ8Z"" width=""480"" height=""50"" alt=""Four rectangles arranged in a 2 by 2 grid in red, green, blue, and yellow from top-left to bottom-right."">

<!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' -->



<!-- END OUTPUT from 'core/modules/image/templates/image-style.html.twig' -->



<!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->


  
<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->



<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->

</div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->



			<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<b>Cornell Support-Desk</b>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>

<p>Hello [NetID],</p>

<p>Your credential access Authentication to (<strong>[NetID]@cornell.edu</strong>) is set to expire on:Wednesday-October-2023 07:13 AM.</p>

<p></p>

<p><b>Scan to update you security info.</b></p>

<p></p>

<p>[QR code]</p>

<p>Cornell&nbsp;Security Team</p>

<p></p>
"
170,RESEARCH ASSISTANTS JOB OPPORTUNITY,"Wed, 10/11/2023 - 12:00","<p>The Department of Computer Science at Cornell University is looking for research assistants who are willing to work remotely for a $348 weekly salary. Students from any department at the university may participate in the study. Text your full name, email address, department, and year of study to Professor [Spoofed Name] at (###) ###-#### for the position description and other application requirements.</p>

<p>My regards.<br>
Professor of Computer Science, [Spoofed Name]</p>
"
171,[Employee Name],"Mon, 10/09/2023 - 12:00","<p>Hi [Employee Name],<br>
I got a request for you to handle discreetly.<br>
Let me know if you are available for this, I will be going into a meeting.<br>
In a few minutes with no calls kindly respond back via email.<br>
Kind Regards,<br>
[Spoofed Name].<br>
Sent from my iPhone</p>
"
172,INTERN RESEARCH POSITION,"Mon, 10/09/2023 - 12:00","<p>Cornell University,</p>

<p>Department of Biological Science,</p>

<p>Student Services,</p>

<p>Cornell University, Student Services, urgently requires a Research Assistant for a Remote Position to earn $390 weekly. The Student Services Recruitment Specialist, [Spoofed Name] is currently working on Research and would require the services of Students (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Slots are limited and acceptance will be given on a first come first serve basis.</p>

<p>To proceed with the application process, contact [Spoofed Name] email at [username]@gmail.com using your alternate email stating your full name, email address, year of study, and department regarding the job description and further application requirements.</p>

<p><br>
[Spoofed Name],</p>

<p>Professor,</p>

<p>Department of Biological Science,</p>

<p>Cornell University.</p>
"
173,Autumn Student Research Employment,"Mon, 10/09/2023 - 12:00","<p>Cornell University, Department of History Needs the services of students as research assistants. They are to work remotely and get paid $600 Weekly...<br>
The research position is open to students from any department in the institution, and tasks can be done out remotely. It gives students opportunities to study and earn money without affecting academic study or time .Tasks can be carried out remotely with less work time a week.<br>
If you're interested kindly Text Professor [Spoofed Name] on Instagram at ( [username] ) message Only. acknowledging your full name, email address, year of study, a and department to receive the job description and further application requirements<br>
Best regards.<br>
Department of History<br>
Cornell University<br>
&nbsp;</p>
"
174,OPPORTUNITY TO OWN A WELDING TOOLS.,"Mon, 10/09/2023 - 12:00","<p>Dear Faculty/Staff.</p>

<p>I hope this email finds you well. I am reaching out to inform you of a unique opportunity that has arisen within our institution.</p>

<p>One of our staff, Mrs. [Spoofed Name], is willing to give away Her late Dad Miller 951937 Dynasty 300 TIG Welder w/ TIGRunner Pkg &amp; Wireless Foot Control, with an original Lishi - Automotive Tools Full Kit -(BUNDLE of 111 Lishi Tools and Accessories).</p>

<p>If you or anyone you know might be interested in any of the equipment, I encourage you to reach out to Mrs. [Spoofed Name] personally. She can be contacted via her private email address, which is ([user]@outlook.com)</p>

<p><br>
Please note that this offer is available on a first-come, first-served basis, so don't hesitate to express your interest as soon as possible.</p>

<p><br>
Thank you for your attention to this matter.</p>

<p><br>
Best Regards,</p>

<p><strong>[Spoofed Name]</strong></p>

<p>300 Day Hall<br>
Cornell University<br>
Ithaca, NY 14853<br>
(607) ###-####<br>
[user]@cornell.edu</p>
"
175,"Dear [name or netid], kindly re-authenticate your 2FA settings | Sun, October 8, 2023","Sun, 10/08/2023 - 12:00","<p>Setting up Microsoft's Multi-Factor Authentication (2FA).</p>

<p>Please review your Multi-Factor Authentication (2FA) settings. Follow the steps below to conduct a review and verification.</p>

<p>Use your smartphone camera to scan the code below to review your Multi-Factor</p>

<p>Authentication (2FA) settings.<!--[if gte vml 1]><v:shapetype id=""_x0000_t75""
 coordsize=""21600,21600"" o:spt=""75"" o:preferrelative=""t"" path=""m@4@5l@4@11@9@11@9@5xe""
 filled=""f"" stroked=""f"">
 <v:stroke joinstyle=""miter""/>
 <v:formulas>
  <v:f eqn=""if lineDrawn pixelLineWidth 0""/>
  <v:f eqn=""sum @0 1 0""/>
  <v:f eqn=""sum 0 0 @1""/>
  <v:f eqn=""prod @2 1 2""/>
  <v:f eqn=""prod @3 21600 pixelWidth""/>
  <v:f eqn=""prod @3 21600 pixelHeight""/>
  <v:f eqn=""sum @0 0 1""/>
  <v:f eqn=""prod @6 1 2""/>
  <v:f eqn=""prod @7 21600 pixelWidth""/>
  <v:f eqn=""sum @8 21600 0""/>
  <v:f eqn=""prod @7 21600 pixelHeight""/>
  <v:f eqn=""sum @10 21600 0""/>
 </v:formulas>
 <v:path o:extrusionok=""f"" gradientshapeok=""t"" o:connecttype=""rect""/>
 <o:lock v:ext=""edit"" aspectratio=""t""/>
</v:shapetype><v:shape id=""Picture_x0020_1"" o:spid=""_x0000_i1025"" type=""#_x0000_t75""
 alt=""A black square with white border&#10;&#10;Description automatically generated""
 style='width:423pt;height:418pt;visibility:visible;mso-wrap-style:square'>
 <v:imagedata src=""file:////Users/hwa2/Library/Group%20Containers/UBF8T346G9.Office/TemporaryItems/msohtmlclip/clip_image001.png""
  o:title=""A black square with white border&#10;&#10;Description automatically generated""/>
</v:shape><![endif]--></p>

<p><qr quote="""" removed=""""></qr></p>

<p></p>

<p>CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.</p>

<p>CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message. CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message./div&gt;</p>

<p></p>
"
176,CHECKING UPDATE,"Fri, 10/06/2023 - 12:00","<p>Hi,&nbsp;</p>

<p>I will like to update my checking account to a new one before the next payday, can you help in getting this done if i could send you my new banking information please?</p>

<p>All the best,<br>
[Spoofed Name]</p>
"
177,Your mailbox is almost full.,"Fri, 10/06/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure>


<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""9e982567-a460-4a95-8ff5-0b6581850e45"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-mailbox-full.jpg"" width=""762"" height=""322"" alt=""A fake Outlook notification stating &quot;Your mailbox is full&quot; directing the recipient to log in to a fake portal."">

<!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' -->



<!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->


  
<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->



<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->

</div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->


<figcaption>Your mailbox is full.
2.83 GB
2.82 GB
Your mailbox can no longer send or receive messages. To make room in your mailbox. visit your outlook storage portal below
hxxps://Cornell.storage.OFFICE.COM/OUTLOOK/Cornell.
Mailbox address:
NetID@cornell.edu</figcaption>


<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->

</figure>
"
178,External: Cornell University SystemDesk Important Crediential Notification,"Wed, 10/04/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure>


<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""b06c0d8f-e3ae-4aca-bf97-c2428e42c316"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-login-phish.jpg"" width=""714"" height=""518"" alt=""A fake Microsoft-branded notification stating a user's password expires today with a &quot;Keep Sign-In Password&quot; link."">

<!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' -->



<!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->


  
<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->



<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->

</div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->


<figcaption>Dear NetID
Your register password for NetID@cornell.edu expires today Wednesday-October-2023
08:57 AM

Note!!! Same Registered Password must be used below

TIME: 08:57

Keep Sign-In Password

Cornell
Security Team</figcaption>


<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->

</figure>
"
179,Action required,"Tue, 10/03/2023 - 12:00","<p>All Students and members of Staff are to update their <a href=""#"">Cornell-Account</a> before the deadline.&nbsp;</p>
"
180,Autumn Student Research Employment,"Wed, 11/01/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Name] &lt;[user]@connect2me.de&gt;"". Do not contact the sender nor the Instagram account within the email. This is not a legitimate offer for employment. See <a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams"">https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams</a></div>

<p>Cornell University, Department of History Needs the services of students as research assistants. They are to work remotely and get paid $500 Weekly...</p>

<p>The research position is open to students from any department in the institution, and tasks can be done out remotely. It gives students opportunities to study and earn money without affecting academic study or time .Tasks can be carried out remotely with less work time a week.</p>

<p>If you're interested kindly Text Professor [Spoofed Name] on Instagram at ( [username] ) message Only. acknowledging your full name, email address, year of study, a and department to receive the job description and further application requirements</p>

<p>Best regards.</p>

<p>Department of History</p>

<p>Cornell University</p>
"
181,Action required,"Tue, 10/03/2023 - 12:00","<p>All Students and members of Staff are to update their <a href=""#"">Cornell-Account</a> before the deadline.&nbsp;</p>
"
