step_id,agent_id,email_id,source,actual_class,workday_hour,time_of_day,suspicion_threshold,max_cues_processed,age,education_level,job_complexity,cues_extracted,decision,suspicion_counter,cues_scanned,cues_perceived,total_fatigue,final_jp,fpl
14784,agent_011,35,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14785,agent_011,36,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14786,agent_011,37,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14787,agent_011,38,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14788,agent_011,39,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14789,agent_011,40,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14790,agent_011,41,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14791,agent_011,42,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14792,agent_011,43,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14793,agent_011,44,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14794,agent_011,45,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14795,agent_011,46,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14796,agent_011,47,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['spelling_grammar', 'urgency']",3.986,2.134,0.174
14797,agent_011,48,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14798,agent_011,49,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14799,agent_011,50,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14800,agent_011,51,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14801,agent_011,52,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14802,agent_011,53,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14803,agent_011,54,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14804,agent_011,55,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14805,agent_011,56,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14806,agent_011,57,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['too_good_true'],3.986,2.134,0.174
14807,agent_011,58,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14808,agent_011,59,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14809,agent_011,60,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14810,agent_011,61,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14811,agent_011,62,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14812,agent_011,63,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14813,agent_011,64,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14814,agent_011,65,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14815,agent_011,66,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14816,agent_011,67,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14817,agent_011,68,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['emotional_appeal'],3.986,2.134,0.174
14818,agent_011,69,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14819,agent_011,70,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'too_good_true']",3.986,2.134,0.174
14820,agent_011,71,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'spelling_grammar']",3.986,2.134,0.174
14821,agent_011,72,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14822,agent_011,73,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14823,agent_011,74,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14824,agent_011,75,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14825,agent_011,76,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14826,agent_011,77,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14827,agent_011,78,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14828,agent_011,79,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14829,agent_011,80,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14830,agent_011,81,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14831,agent_011,82,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14832,agent_011,83,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14833,agent_011,84,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14834,agent_011,85,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14835,agent_011,86,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14836,agent_011,87,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14837,agent_011,88,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14838,agent_011,89,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14839,agent_011,90,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14840,agent_011,91,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14841,agent_011,92,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['spelling_grammar', 'urgency']",3.986,2.134,0.174
14842,agent_011,93,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14843,agent_011,94,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14844,agent_011,95,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14845,agent_011,96,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['spelling_grammar'],3.986,2.134,0.174
14846,agent_011,97,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14847,agent_011,98,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14848,agent_011,99,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14849,agent_011,100,spamassassin_ham,0,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14850,agent_011,101,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,5,clicked,2,5,"['urgency', 'generic_greeting']",3.986,2.134,0.174
14851,agent_011,102,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14852,agent_011,103,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14853,agent_011,104,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'spelling_grammar']",3.986,2.134,0.174
14854,agent_011,105,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['spelling_grammar', 'urgency']",3.986,2.134,0.174
14855,agent_011,106,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['urgency'],3.986,2.134,0.174
14856,agent_011,107,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14857,agent_011,108,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14858,agent_011,109,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14859,agent_011,110,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14860,agent_011,111,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14861,agent_011,112,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['urgency'],3.986,2.134,0.174
14862,agent_011,113,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14863,agent_011,114,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14864,agent_011,115,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['spelling_grammar', 'urgency']",3.986,2.134,0.174
14865,agent_011,116,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14866,agent_011,117,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14867,agent_011,118,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'spelling_grammar']",3.986,2.134,0.174
14868,agent_011,119,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14869,agent_011,120,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14870,agent_011,121,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['spelling_grammar', 'urgency']",3.986,2.134,0.174
14871,agent_011,122,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14872,agent_011,123,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14873,agent_011,124,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['spelling_grammar', 'urgency']",3.986,2.134,0.174
14874,agent_011,125,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14875,agent_011,126,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14876,agent_011,127,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14877,agent_011,128,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14878,agent_011,129,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14879,agent_011,130,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,0,2,[],3.986,2.134,0.174
14880,agent_011,131,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'spelling_grammar']",3.986,2.134,0.174
14881,agent_011,132,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14882,agent_011,133,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['urgency'],3.986,2.134,0.174
14883,agent_011,134,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14884,agent_011,135,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14885,agent_011,136,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['urgency'],3.986,2.134,0.174
14886,agent_011,137,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14887,agent_011,138,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14888,agent_011,139,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14889,agent_011,140,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14890,agent_011,141,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14891,agent_011,142,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14892,agent_011,143,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['urgency'],3.986,2.134,0.174
14893,agent_011,144,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['spelling_grammar'],3.986,2.134,0.174
14894,agent_011,145,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['urgency'],3.986,2.134,0.174
14895,agent_011,146,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['urgency'],3.986,2.134,0.174
14896,agent_011,147,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['spelling_grammar', 'urgency']",3.986,2.134,0.174
14897,agent_011,148,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['urgency'],3.986,2.134,0.174
14898,agent_011,149,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14899,agent_011,150,phishbowl,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,2,3,"['generic_greeting', 'spelling_grammar']",3.986,2.134,0.174
14900,agent_011,151,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14901,agent_011,152,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14902,agent_011,153,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14903,agent_011,154,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14904,agent_011,155,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14905,agent_011,156,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14906,agent_011,157,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14907,agent_011,158,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14908,agent_011,159,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14909,agent_011,160,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14910,agent_011,161,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14911,agent_011,162,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14912,agent_011,163,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14913,agent_011,164,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14914,agent_011,165,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14915,agent_011,166,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14916,agent_011,167,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14917,agent_011,168,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['suspicious_link'],3.986,2.134,0.174
14918,agent_011,169,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14919,agent_011,170,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,0,1,[],3.986,2.134,0.174
14920,agent_011,171,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14921,agent_011,172,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14922,agent_011,173,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14923,agent_011,174,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14924,agent_011,175,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14925,agent_011,176,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14926,agent_011,177,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14927,agent_011,178,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14928,agent_011,179,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14929,agent_011,180,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14930,agent_011,181,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14931,agent_011,182,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14932,agent_011,183,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14933,agent_011,184,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14934,agent_011,185,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14935,agent_011,186,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14936,agent_011,187,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,0,1,[],3.986,2.134,0.174
14937,agent_011,188,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['personal_info', 'suspicious_link']",3.986,2.134,0.174
14938,agent_011,189,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['suspicious_link', 'personal_info']",3.986,2.134,0.174
14939,agent_011,190,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,0,1,[],3.986,2.134,0.174
14940,agent_011,191,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['personal_info'],3.986,2.134,0.174
14941,agent_011,192,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14942,agent_011,193,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14943,agent_011,194,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14944,agent_011,195,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14945,agent_011,196,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,1,clicked,1,1,['personal_info'],3.986,2.134,0.174
14946,agent_011,197,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14947,agent_011,198,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14948,agent_011,199,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14949,agent_011,200,plain_llm,1,16.0,4pm,5,10,59.3,4.7,2.8,0,clicked,0,0,[],3.986,2.134,0.174
14950,agent_011,201,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,4,clicked,3,4,"['suspicious_link', 'urgency', 'personal_info']",3.986,2.134,0.174
14951,agent_011,202,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,3,3,"['urgency', 'personal_info', 'threats']",3.986,2.134,0.174
14952,agent_011,203,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['personal_info', 'urgency']",3.986,2.134,0.174
14953,agent_011,204,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['personal_info'],3.986,2.134,0.174
14954,agent_011,205,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['personal_info'],3.986,2.134,0.174
14955,agent_011,206,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['personal_info', 'urgency']",3.986,2.134,0.174
14956,agent_011,207,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['urgency'],3.986,2.134,0.174
14957,agent_011,208,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'personal_info']",3.986,2.134,0.174
14958,agent_011,209,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,3,3,"['personal_info', 'urgency', 'threats']",3.986,2.134,0.174
14959,agent_011,210,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'personal_info']",3.986,2.134,0.174
14960,agent_011,211,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['personal_info', 'urgency']",3.986,2.134,0.174
14961,agent_011,212,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'personal_info']",3.986,2.134,0.174
14962,agent_011,213,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,2,3,"['threats', 'personal_info']",3.986,2.134,0.174
14963,agent_011,214,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,2,3,"['urgency', 'personal_info']",3.986,2.134,0.174
14964,agent_011,215,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,4,clicked,2,4,"['threats', 'urgency']",3.986,2.134,0.174
14965,agent_011,216,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'personal_info']",3.986,2.134,0.174
14966,agent_011,217,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'personal_info']",3.986,2.134,0.174
14967,agent_011,218,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,2,3,"['urgency', 'personal_info']",3.986,2.134,0.174
14968,agent_011,219,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['personal_info', 'urgency']",3.986,2.134,0.174
14969,agent_011,220,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,3,3,"['urgency', 'suspicious_link', 'personal_info']",3.986,2.134,0.174
14970,agent_011,221,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['personal_info'],3.986,2.134,0.174
14971,agent_011,222,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['personal_info'],3.986,2.134,0.174
14972,agent_011,223,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,1,2,['personal_info'],3.986,2.134,0.174
14973,agent_011,224,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,4,clicked,3,4,"['urgency', 'threats', 'personal_info']",3.986,2.134,0.174
14974,agent_011,225,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['personal_info', 'urgency']",3.986,2.134,0.174
14975,agent_011,226,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'personal_info']",3.986,2.134,0.174
14976,agent_011,227,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,3,clicked,3,3,"['personal_info', 'threats', 'urgency']",3.986,2.134,0.174
14977,agent_011,228,hybrid_vtriad,1,16.0,4pm,5,10,59.3,4.7,2.8,2,clicked,2,2,"['urgency', 'personal_info']",3.986,2.134,0.174
